title,company,location,description,salary_min,salary_max,contract_type,category,created_date,redirect_url,source,search_term,search_location,collected_date
Software Engineer Backend - Kohler Ventures,Kohler Co.,"Grand Central, Manhattan","Software Engineer Backend - Kohler Ventures Work Mode: Hybrid Location:? Palo Alto, CA or NYC - Hybrid 3 days/week onsite Opportunity Kohler Ventures is an independent company wholly owned by Kohler Co., global leader in the manufacture of kitchen and bath products, tile and home interiors, and an international host to award-winning hospitality and world-class golf destinations. Our mission is to build new digital businesses that empower consumers to lead healthier lives. We explore how familia…",103565.48,103565.48,,IT Jobs,2025-06-25T12:35:42Z,https://www.adzuna.com/details/5267694718?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
"Senior Staff Software Engineer, Research, Machine Learning Efficiency",Google,"Grand Central, Manhattan","Minimum qualifications: - Bachelor's degree or equivalent practical experience. - 8 years of experience in software development. - 5 years of experience with design and architecture; and testing/launching software products. - Experience with research and machine learning. Preferred qualifications: - Master's degree or PhD in Engineering, Computer Science, or a related technical field. - 8 years of experience with data structures/algorithms. - 5 years of experience in a technical leadership role…",150781.33,150781.33,,IT Jobs,2025-06-25T12:35:19Z,https://www.adzuna.com/details/5267694214?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
AI Data Specialist,Deloitte,"Grand Central, Manhattan","AI Data Specialist Our Human Capital practice is at the forefront of transforming the nature of work. As converging forces reshape industries, our team uniquely addresses the complexities of work, workforce, and workplace dynamics. We leverage sector-specific insights and cross-domain perspectives to help organizations tackle their most challenging workforce issues and align talent strategies with their strategic visions. Our practice is renowned for making work better for humans and humans bet…",146129.31,146129.31,,IT Jobs,2025-06-25T12:34:58Z,https://www.adzuna.com/details/5267693755?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
"Senior Delivery Consultant - Senior Machine Learning Engineer, AWS Professional Services, AWS Professional Services",Amazon,"Grand Central, Manhattan","Description Are you excited about building software solutions around large, complex Machine Learning (ML) and Artificial Intelligence (AI) systems? Want to help the largest global enterprises derive business value through the adoption and automation of Generative AI (GenAI)? Excited by using massive amounts of disparate data to develop AI/ML models? Eager to learn to apply AI/ML to a diverse array of enterprise use? Thrilled to be a key part of Amazon, who has been investing in Machine Learning…",142064.52,142064.52,,IT Jobs,2025-06-25T12:34:18Z,https://www.adzuna.com/details/5267692734?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
"Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services",Amazon,"Grand Central, Manhattan","Description Are you excited about building software solutions around large, complex Machine Learning (ML) and Artificial Intelligence (AI) systems? Want to help the largest global enterprises derive business value through the adoption and automation of Generative AI (GenAI)? Excited by using massive amounts of disparate data to develop AI/ML models? Eager to learn to apply AI/ML to a diverse array of enterprise use? Thrilled to be a key part of Amazon, who has been investing in Machine Learning…",130844.77,130844.77,,IT Jobs,2025-06-25T12:34:18Z,https://www.adzuna.com/details/5267692748?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Staff Machine Learning Engineer - Causal Inference,Uber,"Grand Central, Manhattan","About the Role The mission of the Surge team is to maintain overall marketplace reliability by balancing supply/demand in real-time through dynamic pricing. We build scalable real-time systems to understand the state of the market, forecast future demand, make predictions using ML models, solve network optimization programs, and eventually make pricing decisions for each rider session. Surge plays a critical role in service of Uber's mission to make transport accessible. We generate billions of…",122558.98,122558.98,,IT Jobs,2025-06-25T12:33:53Z,https://www.adzuna.com/details/5267690515?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Principal Software Engineer,Warner Bros. Discovery,"Grand Central, Manhattan","Welcome to Warner Bros. Discovery the stuff dreams are made of. Who We Are When we say, ""the stuff dreams are made of,"" we're not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD's vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what's next From brilliant creatives, to technology trailblazers, acro…",206883.3,206883.3,,IT Jobs,2025-06-25T12:33:53Z,https://www.adzuna.com/details/5267690520?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Senior Software Engineer - Delivery Matching,Uber,"Grand Central, Manhattan","About the Role Delivery Matching is the brain of the company, planning all of the actions that must come together to enable a magical experience for customers of Eats, as well as new verticals such as grocery, retail, Uber Direct, and Uber Connect. Our team optimizes the problem of finding the best courier at the right time for each order, a combinatorial problem with hundreds of thousands of possibilities considered every few seconds. We also train deep neural networks to predict ETAs and food…",120753.05,120753.05,,IT Jobs,2025-06-25T12:33:53Z,https://www.adzuna.com/details/5267690522?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Mid - Senior Machine Learning Engineer,Adidev Technologies Inc,"New York City, New York","Job Description Job Description Salary: Competitive salary range: Based on experience and market value Role: Mid - Senior Machine Learning Engineer (This role is open to US Citizens, Green Card holders, GC-EAD only. We do not sponsor visas.) Summary: Adidev is looking for an adept Machine Learning Engineer to take the helm in deploying advanced machine learning models, with a special emphasis on Generative AI. In this role, you will craft and refine AI-driven solutions, turning innovative ideas…",117543.34,117543.34,,IT Jobs,2025-06-25T11:47:41Z,https://www.adzuna.com/details/5267629302?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Staff Machine Learning Engineer,A Place For Mom,"New York City, New York","Job Description A Place for Mom is looking for a Staff Machine Learning Engineer to help build practical, data-driven machine learning applications. In this role, you will architect and deploy scalable ML systems, working closely with data scientists, machine learning engineers, and other cross-functional teams to create real-world applications powered by AI. You should be comfortable digging into large datasets, using your background in statistics and programming to find patterns and build mod…",114497.45,114497.45,,IT Jobs,2025-06-25T08:40:45Z,https://www.adzuna.com/details/5267372360?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
"Manager, Data Science - LLM Customization Team",Capital One,"New York City, New York","Manager, Data Science - LLM Customization Team At Capital One, we think big and do big things. We are not just a nationally recognized credit card issuer, a top 10 bank by deposit, but a high-tech company with products that reach tens of millions of consumers and have been recognized by numerous prestigious awards for their customer-friendliness. Capital One was the first major bank to move to cloud computing and to publish APIs for the Open Banking future. AI is transforming every industry. At…",211000.0,240800.0,,IT Jobs,2025-06-25T05:11:56Z,https://www.adzuna.com/details/5267036057?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
"Senior Manager, Data Science - LLM Customization Team",Capital One,"New York City, New York","Senior Manager, Data Science - LLM Customization Team At Capital One, we think big and do big things. We are not just a nationally recognized credit card issuer, a top 10 bank by deposit, but a high-tech company with products that reach tens of millions of consumers and have been recognized by numerous prestigious awards for their customer-friendliness. Capital One was the first major bank to move to cloud computing and to publish APIs for the Open Banking future. AI is transforming every indus…",245900.0,280600.0,,IT Jobs,2025-06-25T04:13:19Z,https://www.adzuna.com/details/5266987736?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Staff Machine Learning Engineer (PhD),Jerry,"New York City, New York","Job Description Job Description  Why us? Innovation: Jerry is disrupting the car industry. With our super app, we are ushering in a new era for 300M drivers in the US and radically improving the consumer automotive experience. Impactful Projects: Architect complex deep learning models with massive real-world applications. Startup Energy: Move quickly, test, iterate and own projects end-to-end in an environment where your ideas matter and your impact is felt from day one. Brilliant Teammates: Wo…",165072.36,165072.36,,IT Jobs,2025-06-25T01:53:11Z,https://www.adzuna.com/details/5266833438?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Community Intern,Soda Data,"New York City, New York","Job Description Job Description We’re hiring a Community Intern to grow and engage our open-source data engineering and machine learning communities. You’ll work directly with the Growth, Product, and Sales teams, as well as one founder, to support community programs, amplify community-led contributions, and drive engagement across channels. This is a high-energy, creative role. If you perform, we expect you to grow into a full-time role such as Developer Advocate, Community Manager, or SDR. Re…",49304.7,49304.7,,IT Jobs,2025-06-25T01:51:28Z,https://www.adzuna.com/details/5266826010?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
Senior Machine Learning Engineer (New York),Shields Group Search,"New York City, New York","Senior Machine Learning Engineer – (via Shields Group Search)  Onsite – New York City (Flatiron District)  Full-Time | Salary: $140,000–$160,000  Equity Shields Group Search is partnering with a fast-growing, VC-backed startup modernizing operations in a legacy B2B industry. The company recently launched V1 of its product and has grown revenue 10x in just five months. We’re now helping them hire a Senior Machine Learning Engineer to lead development of deep learning systems powering their core …",143139.42,143139.42,,Engineering Jobs,2025-06-25T01:31:42Z,https://www.adzuna.com/details/5266789802?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"New York, NY",2025-06-25 12:54:04
"Machine Learning Engineer II, Amazon Music",Amazon,"Seattle, King County","Machine Learning Engineer II, Amazon Music Amazon Music is an immersive audio entertainment service that deepens connections between fans, artists, and creators. From personalized music playlists to exclusive podcasts, concert livestreams to artist merch, Amazon Music is innovating at some of the most exciting intersections of music and culture. We offer experiences that serve all listeners with our different tiers of service: Prime members get access to all the music in shuffle mode, and top a…",121843.08,121843.08,,IT Jobs,2025-06-25T11:11:55Z,https://www.adzuna.com/details/5267578702?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Machine Learning Engineer II, Amazon Music",Amazon,"Seattle, King County","Machine Learning Engineer II, Amazon Music Amazon Music is an immersive audio entertainment service that deepens connections between fans, artists, and creators. From personalized music playlists to exclusive podcasts, concert livestreams to artist merch, Amazon Music is innovating at some of the most exciting intersections of music and culture. We offer experiences that serve all listeners with our different tiers of service: Prime members get access to all the music in shuffle mode, and top a…",122310.28,122310.28,,IT Jobs,2025-06-25T11:10:19Z,https://www.adzuna.com/details/5267576191?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
TechSmart is hiring: Video Content Producer in Seattle,TechSmart,"Seattle, King County","Company Description TechSmart is a pioneering software and workforce development company transforming the K-12 public school system into a launchpad for future-ready talent. We partner with school districts to deliver rigorous academic pathways, enabling students to earn industry certifications, build project portfolios, and master skills for success straight out of high school. Our flexible, AI-first learning platform empowers students with core skills applicable across diverse industries. We …",65758.25,65758.25,,Creative & Design Jobs,2025-06-25T11:09:42Z,https://www.adzuna.com/details/5267573731?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Video Content Producer Job at TechSmart in Seattle,TechSmart,"Seattle, King County","Join to apply for the Video Content Producer role at TechSmart 1 day ago Be among the first 25 applicants Join to apply for the Video Content Producer role at TechSmart Get AI-powered advice on this job and more exclusive features. Company Description TechSmart is a pioneering software and workforce development company transforming the K-12 public school system into a launchpad for future-ready talent. We partner with school districts to deliver rigorous academic pathways, enabling students to …",71645.48,71645.48,,Creative & Design Jobs,2025-06-25T11:09:41Z,https://www.adzuna.com/details/5267573599?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Principal Software Engineer,Curative AI,"Bellevue, King County","About Curative AI, Inc. Curative AI, Inc. is an ambitious innovative early-stage startup revolutionizing the healthcare industry through cutting-edge AI-powered SaaS solutions. We are currently delivering exceptional value to our customers in Revenue Cycle Management (RCM) and Clinical Operations, empowering them with industry-transforming AI technology, intelligent automation, and deep data insights. Unlike most tech startups, we have achieved financial break-even within our first year, with s…",233745.92,233745.92,,IT Jobs,2025-06-25T05:30:27Z,https://www.adzuna.com/details/5267048044?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
People Analytics Product Developer Manager,Expedia,"Seattle, King County","Expedia Group brands power global travel for everyone, everywhere. We design cutting-edge tech to make travel smoother and more memorable, and we create groundbreaking solutions for our partners. Our diverse, vibrant, and welcoming community is essential in driving our success. Why Join Us? To shape the future of travel, people must come first. Guided by our Values and Leadership Agreements, we foster an open culture where everyone belongs, differences are celebrated and know that when one of u…",137500.0,192500.0,,IT Jobs,2025-06-25T04:20:40Z,https://www.adzuna.com/details/5267002456?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Staff Machine Learning Engineer (PhD),Jerry,"Seattle, King County","Job Description Job Description  Why us? Innovation: Jerry is disrupting the car industry. With our super app, we are ushering in a new era for 300M drivers in the US and radically improving the consumer automotive experience. Impactful Projects: Architect complex deep learning models with massive real-world applications. Startup Energy: Move quickly, test, iterate and own projects end-to-end in an environment where your ideas matter and your impact is felt from day one. Brilliant Teammates: Wo…",165643.22,165643.22,,IT Jobs,2025-06-24T13:50:42Z,https://www.adzuna.com/details/5266029110?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Sr. Machine Learning Engineer, Amazon General Intelligence (AGI)",Amazon,"International, King County","Description Our Machine Learning training infrastructure (ML Infra) team is responsible for designing, implementing, and optimizing large-scale computing infrastructure that powers our cutting-edge AI and machine learning initiatives. We leverage advanced hardware, innovative software architectures, and distributed computing techniques to enable breakthrough research and product development across the company. We are seeking a Senior Machine Learning Engineer to join our team and lead the devel…",154403.23,154403.23,,IT Jobs,2025-06-24T13:03:33Z,https://www.adzuna.com/details/5265982075?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Prompt Experience Designer (Seattle),Anthropic,"Seattle, King County","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY About Anthropic Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. We're seeking an Experience Prompt Designer to join our design team, bridging the gap between AI capabilities and user experience. This role requires a unique combination of technical expertise, content design mastery, and experience in…",114042.58,114042.58,,IT Jobs,2025-06-24T11:13:16Z,https://www.adzuna.com/details/5265844164?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Prompt Experience Designer (Seattle),Anthropic,"Seattle, King County","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. About the role We're seeking an Experience Prompt Designer to join our de…",133289.62,133289.62,,IT Jobs,2025-06-24T11:13:15Z,https://www.adzuna.com/details/5265844075?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Amazon is hiring: Machine Learning Engineer II, Amazon Music in Seattle",Amazon,"Seattle, King County","Machine Learning Engineer II, Amazon Music Amazon Music is an immersive audio entertainment service that deepens connections between fans, artists, and creators. From personalized music playlists to exclusive podcasts, concert livestreams to artist merch, Amazon Music is innovating at some of the most exciting intersections of music and culture. We offer experiences that serve all listeners with our different tiers of service: Prime members get access to all the music in shuffle mode, and top a…",122532.8,122532.8,,IT Jobs,2025-06-24T11:12:44Z,https://www.adzuna.com/details/5265843002?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Sound Designer Job at Lensa in Seattle,Lensa,"Seattle, King County","1 week ago Be among the first 25 applicants Get AI-powered advice on this job and more exclusive features. Lensa is the leading career site for job seekers at every stage of their career. Our client, META, is seeking professionals in Seattle, WA. Apply via Lensa today! Summary Creative Audio is a centralized team that touches every product Meta produces, making our team integral to the company. We collaborate with product and creative teams across Meta to design audio for video, post-production…",106714.8,106714.8,,IT Jobs,2025-06-24T11:12:36Z,https://www.adzuna.com/details/5265842236?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Director, Platform Solutions Sales & Marketing (Seattle)",A-Alpha Bio,"Seattle, King County","Join to apply for the Director, Platform Solutions Sales & Marketing role at A-Alpha Bio 1 week ago Be among the first 25 applicants Join to apply for the Director, Platform Solutions Sales & Marketing role at A-Alpha Bio A-Alpha Bio is an early-stage and rapidly growing drug discovery company headquartered in Seattle, WA. We are enabling the next generation of high-impact therapeutics by combining high-throughput synthetic biology to measure protein-protein interactions at scale with state-of-…",185707.9,185707.9,,Sales Jobs,2025-06-24T11:11:51Z,https://www.adzuna.com/details/5265838039?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Lead Data Scientist,BOEING,"Seattle, King County","Lead Data Scientist Company: The Boeing Company Boeing Defense, Space & Security (BDS) has an exciting opportunity for a Lead Data Scientist - GenAI to join our team located in Multiple Locations! We are seeking a visionary and technically accomplished Principal Data Scientist specializing in Generative AI (GenAI) to lead the development, deployment, and optimization of state-of-the-art GenAI models across BDS. This role requires deep expertise in machine learning and large language models (LLM…",154700.0,224250.0,permanent,IT Jobs,2025-06-24T08:27:11Z,https://www.adzuna.com/details/5265617252?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Mid-Level Data Scientist,BOEING,"Seattle, King County","Mid-Level Data Scientist Company: The Boeing Company Boeing Defense, Space & Security (BDS) has an exciting opportunity for a Mid-Level Data Scientist - GenAI to join our team located in Multiple Locations! We are seeking a skilled and innovative Data Scientist to contribute to the development and optimization of advanced AI, Machine Learning (ML), and Generative AI (GenAI) models within BDS. This role offers the opportunity to learn and grow your skills in ML and large language models (LLMs). …",113900.0,164450.0,permanent,Scientific & QA Jobs,2025-06-24T07:07:05Z,https://www.adzuna.com/details/5265573986?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Senior Data Scientist,BOEING,"Seattle, King County","Senior Data Scientist Company: The Boeing Company Boeing Defense, Space & Security (BDS) has an exciting opportunity for a Senior Data Scientist - GenAI to join our team located in Multiple Locations! We are looking for an experienced and technically proficient Senior Data Scientist specializing in Generative AI (GenAI) to drive the development and optimization of advanced GenAI models within BDS. This role requires a strong background in machine learning and large language models (LLMs) and of…",135150.0,195500.0,permanent,IT Jobs,2025-06-24T06:37:09Z,https://www.adzuna.com/details/5265511558?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Senior Research Engineer, OLMo",The Allen Institute for Artificial Intelligence,"Seattle, King County","Persons in these roles are expected to spend part of their time on-site in our Seattle offices and may occasionally work remotely from their home in the Greater Seattle area. On-site requirements vary based on position and team. If you have questions about Hybrid work arrangements for this role, please ask your recruiter. Our base salary range is $170,000 - $220,000, and in addition we have generous bonus plans to provide a competitive compensation package. Who We Are: We are a non-profit AI in…",162527.88,162527.88,,Scientific & QA Jobs,2025-06-23T22:07:16Z,https://www.adzuna.com/details/5264911497?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services",Amazon,"International, King County","Description Are you excited about building software solutions around large, complex Machine Learning (ML) and Artificial Intelligence (AI) systems? Want to help the largest global enterprises derive business value through the adoption and automation of Generative AI (GenAI)? Excited by using massive amounts of disparate data to develop AI/ML models? Eager to learn to apply AI/ML to a diverse array of enterprise use? Thrilled to be a key part of Amazon, who has been investing in Machine Learning…",143037.62,143037.62,,IT Jobs,2025-06-23T12:55:35Z,https://www.adzuna.com/details/5264145547?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Epic is hiring: Video Engineer in Seattle,EPIC,"Seattle, King County","Join to apply for the Video Engineer role at Epic 6 days ago Be among the first 25 applicants Join to apply for the Video Engineer role at Epic Please note that this position is based on our campus in Madison, WI, and requires relocation to the area. We recruit nationally and provide financial relocation assistance. As an AV Engineer, you will design, install, train, maintain, and operate sound, video, and control systems for our large and complex corporate campus, including over 200 conference…",90520.36,90520.36,,IT Jobs,2025-06-23T11:52:52Z,https://www.adzuna.com/details/5264021551?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
Lead Software Engineer - Machine Learning,The Walt Disney Company,"International, King County","Lead Software Engineer - Machine Learning About the Role & Team On any given day at Disney Entertainment and ESPN Product & Technology, we're reimagining ways to create magical viewing experiences for the world's most beloved stories while also transforming our media business for the future. Whether that's evolving our streaming and digital products in new and immersive ways, powering worldwide advertising and distribution to enhance flexibility and efficiency, or delivering Disney's unmatched …",165143.53,165143.53,,IT Jobs,2025-06-22T12:52:34Z,https://www.adzuna.com/details/5263035959?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Seattle, WA",2025-06-25 12:54:08
"Software Engineer, Marketing Platform",Upstart,"Austin, Travis County","About Upstart Upstart is a leading AI lending marketplace partnering with banks and credit unions to expand access to affordable credit. By leveraging Upstart's AI marketplace, Upstart-powered banks and credit unions can have higher approval rates and lower loss rates across races, ages, and genders, while simultaneously delivering the exceptional digital-first lending experience their customers demand. More than two-thirds of Upstart loans are approved instantly and are fully automated. Upstar…",116720.52,116720.52,,IT Jobs,2025-06-25T11:41:56Z,https://www.adzuna.com/details/5267616907?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
Principal Machine Learning Engineer,Unity Software,"Bee Cave, Travis County","At Unity, we’re committed to building a culture grounded in Empathy, Respect, and Opportunity. Within our fast-paced and collaborative environment, we’re tackling complex challenges that drive meaningful impact for creators and users across our ecosystem. Our Ads Applied Research team plays a crucial role in shaping the future of Unity’s monetization products through cutting-edge machine learning and optimization strategies. We are seeking a Principal Machine Learning Engineer to help define an…",150641.62,150641.62,,IT Jobs,2025-06-25T11:14:36Z,https://www.adzuna.com/land/ad/5267579505?se=DnbfBOVR8BGojOiAk9LMuA&utm_medium=api&utm_source=9c54ed3b&v=7E23B64BB24B89730190E93279CBEE36D427870C,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Senior Product Manager, CRM Listings Discovery",realtor.com,"Bee Cave, Travis County","Recognized as the No. 1 site trusted by real estate professionals, Realtor.com® has been at the forefront of online real estate for over 25 years, connecting buyers, sellers, and renters with trusted insights and expert guidance to find their perfect home. Through its robust suite of tools, Realtor.com® not only makes a significant impact on the real estate industry at large, but for consumers, navigating the biggest purchase they will make in their life, by providing a user experience that is …",114240.7,114240.7,,"PR, Advertising & Marketing Jobs",2025-06-25T11:14:35Z,https://www.adzuna.com/land/ad/5267579451?se=DnbfBOVR8BGojOiAk9LMuA&utm_medium=api&utm_source=9c54ed3b&v=3D654DDFFF71E50AF636FD89B629FDE2D135492B,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Sr Machine Learning Engineer, Search",realtor.com,"Bee Cave, Travis County","Recognized as the No. 1 site trusted by real estate professionals, Realtor.com® has been at the forefront of online real estate for over 25 years, connecting buyers, sellers, and renters with trusted insights and expert guidance to find their perfect home. Through its robust suite of tools, Realtor.com® not only makes a significant impact on the real estate industry at large, but for consumers, navigating the biggest purchase they will make in their life, by providing a user experience that is …",129727.76,129727.76,,IT Jobs,2025-06-25T11:14:35Z,https://www.adzuna.com/land/ad/5267579492?se=DnbfBOVR8BGojOiAk9LMuA&utm_medium=api&utm_source=9c54ed3b&v=5549EC9C7B78E8A361E6D890CB5B44F99CF1F69B,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Sr Machine Learning Engineer, Customer",realtor.com,"Bee Cave, Travis County","Recognized as the No. 1 site trusted by real estate professionals, Realtor.com® has been at the forefront of online real estate for over 25 years, connecting buyers, sellers, and renters with trusted insights and expert guidance to find their perfect home. Through its robust suite of tools, Realtor.com® not only makes a significant impact on the real estate industry at large, but for consumers, navigating the biggest purchase they will make in their life, by providing a user experience that is …",108477.23,108477.23,,IT Jobs,2025-06-25T10:44:02Z,https://www.adzuna.com/land/ad/5267553936?se=DnbfBOVR8BGojOiAk9LMuA&utm_medium=api&utm_source=9c54ed3b&v=B1B6AA139356DDA3929E91165E64260C054B0650,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
Machine Learning Engineer,Apple,"Tarrytown, Travis County","Machine Learning Engineer Austin, Texas, United States Software and Services Summary Posted: Jun 24, 2025 Weekly Hours: 40 Role Number: 200606309 Imagine what you can do here. Apple is a place where extraordinary people gather to do their lives best work. Together we create products and experiences people once couldn't have imagined, and now, can't imagine living without. It's the diversity of those people and their ideas that inspires the innovation that runs through everything we do. Descript…",131702.58,131702.58,,IT Jobs,2025-06-25T10:27:23Z,https://www.adzuna.com/details/5267539899?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Product Test Engineer - Machine Learning Hardware, Annapurna Labs",Amazon,"Tarrytown, Travis County","Description Shape the future of AI infrastructure! Join AWS and develop system-level test solutions for our innovative ML acceleration hardware, deployed across our global server fleet. Annapurna Labs (our organization within AWS) design hardware and software that accelerates innovation. Customers choose us to create cloud solutions that solve challenges that were unimaginable a short time ago-even yesterday. Our custom chips, accelerators, and software stacks enable us to take on technical cha…",169452.52,169452.52,,Engineering Jobs,2025-06-25T10:27:16Z,https://www.adzuna.com/details/5267539257?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Senior Delivery Consultant - Senior Machine Learning Engineer, AWS Professional Services, AWS Professional Services",Amazon,"Tarrytown, Travis County","Description Are you excited about building software solutions around large, complex Machine Learning (ML) and Artificial Intelligence (AI) systems? Want to help the largest global enterprises derive business value through the adoption and automation of Generative AI (GenAI)? Excited by using massive amounts of disparate data to develop AI/ML models? Eager to learn to apply AI/ML to a diverse array of enterprise use? Thrilled to be a key part of Amazon, who has been investing in Machine Learning…",157997.58,157997.58,,IT Jobs,2025-06-25T10:27:16Z,https://www.adzuna.com/details/5267539310?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
Design Verification Engineer - Machine Learning Accelerators,Meta,"Tarrytown, Travis County","Summary: Reality Labs focuses on delivering Meta's vision through Augmented Reality (AR) and Smart Devices. Compute power requirements of these devices require custom silicon. Meta's Silicon team is driving the state of the art forward with breakthrough work in computer vision, machine learning, mixed reality, graphics, displays, sensors, and new ways to map the human body. Our chips will enable AR devices where our real and virtual world will mix and match throughout the day, and smart devices…",117362.67,117362.67,,IT Jobs,2025-06-25T10:24:20Z,https://www.adzuna.com/details/5267533426?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
